,smiles,FDA_APPROVED,CT_TOX
252,O=C([O-])COCC[NH+]1CCN(C(C2:C:C:C:C:C:2)C2:C:C:C(Cl):C:C:2)CC1,1,0
253,OCCOCC[NH+]1CCN(C(C2:C:C:C:C:C:2)C2:C:C:C(Cl):C:C:2)CC1,1,0
254,NC(=O)C(C1:C:C:C:C:C:1)(C1:C:C:C:C:C:1)[C@@H]1CC[NH+](CCC2:C:C:C3:C(:C:2)CCO3)C1,1,0
255,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1,0
256,ClC1:C:C:C:C:C:1C(C1:C:C:C:C:C:1)(C1:C:C:C:C:C:1)N1:C:C:N:C:1,1,0
257,NC(=O)C[S@@](=O)C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1,0
258,NC(=O)CS(=O)C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1,0
259,OC(CC[NH+]1CCCC1)(C1:C:C:C:C:C:1)C1CCCCC1,1,0
260,OC(CC[NH+]1CCCCC1)(C1:C:C:C:C:C:1)C1CC2C=CC1C2,1,0
261,OC(CC[NH+]1CCCCC1)(C1:C:C:C:C:C:1)C1CCCC1,1,0
262,OC(CC[NH+]1CCCCC1)(C1:C:C:C:C:C:1)C1CCCCC1,1,0
263,OC(CCC[NH+]1CCCCC1)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1,0
264,NC(=O)OCC(COC(N)=O)C1:C:C:C:C:C:1,1,0
265,O=C([O-])C1:C:C:C:C:C:1,1,0
266,O=C(C1:C:C:C:C:C:1)C1:C:C:C2:N:1CCC2C(=O)[O-],1,0
267,NC(=O)CC1:C:C:C:C(C(=O)C2:C:C:C:C:C:2):C:1N,1,0
268,O=C([O-])C1:C:C:C(NC(=O)C(CC2:C:C:C(O):C:C:2)NC(=O)C2:C:C:C:C:C:2):C:C:1,1,0
269,O=C([O-])CNC(=O)C1:C:C:C:C:C:1,1,0
270,O=C(OOC(=O)C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1,0
271,O=C1NC(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)C(=O)N1COP(=O)([O-])[O-],1,0
272,O=C1NC(=O)C(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)N1,1,0
273,N#CC(CC[NH+]1CCC(C(=O)[O-])(C2:C:C:C:C:C:2)CC1)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1,0
274,NC1:N:C(N):C2:N:C(C3:C:C:C:C:C:3):C(N):N:C:2:N:1,1,0
275,NC1=[NH+]C(=O)C(C2:C:C:C:C:C:2)O1,1,0
276,O=C1C2:C:C:C:C:C:2C(=O)C1C1:C:C:C:C:C:1,1,0
277,O=C([O-])CCC1:N:C(C2:C:C:C:C:C:2):C(C2:C:C:C:C:C:2):O:1,1,0
278,[NH3+][C@@H]1CC1C1:C:C:C:C:C:1,1,0
279,O=C([O-])C1N=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2NC1=O,1,0
280,O=C1NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2)=NC1O,1,0
281,O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N1CC(F)(F)F,1,0
282,O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N1CC1CC1,1,0
283,ClC1:C:C:C2:C(:C:1)C(C1:C:C:C:C:C:1)=NCC1:N:N:C:N:12,1,0
284,NC(=[NH2+])NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](CC2:C:C:C(O):C:C:2)C(=O)N[C@@H](CC2:C:C:C:C:C:2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,1,0
285,O=C([O-])CC1:C:C:C:C:C:1,1,0
286,NC(=O)NC(=O)CC1:C:C:C:C:C:1,1,0
287,C1:C:C:C(CC2=[NH+]CCN2):C:C:1,1,0
288,NC(=O)CCC1NC(=O)C(CC2:C:C:C:C:C:2)NC(=O)C(CC2:C:C:C(O):C:C:2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,1,0
289,NC(=O)CCC1NC(=O)C(CC2:C:C:C:C:C:2)NC(=O)C(CC2:C:C:C(O):C:C:2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCCC[NH3+])C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,1,0
290,NS(=O)(=O)C1:C:C2:C(:C:C:1C(F)(F)F)NC(CC1:C:C:C:C:C:1)NS2(=O)=O,1,0
291,[NH3+]CCCC[C@H]([NH2+][C@@H](CCC1:C:C:C:C:C:1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],1,0
292,O=C([O-])CCCC1:C:C:C:C:C:1,1,0
293,OCC1:C:C(C(O)C[NH2+]CCCCCCOCCCCC2:C:C:C:C:C:2):C:C:C:1O,1,0
294,NNCCC1:C:C:C:C:C:1,1,0
295,C1:C:C:C(CN(CC2=[NH+]CCN2)C2:C:C:C:C:C:2):C:C:1,1,0
296,O=C1N(CC2:C:C:C:C:C:2)C2C[S+]3CCCC3C2N1CC1:C:C:C:C:C:1,1,0
297,O=C(OCC1:C:C:C:C:C:1)C1:C:C:C:C:C:1,1,0
298,OC1:C:C:C(OCC2:C:C:C:C:C:2):C:C:1,1,0
299,O=C([O-])CN(CCN(CC(=O)[O-])C(COCC1:C:C:C:C:C:1)C(=O)[O-])CC[NH+](CC(=O)[O-])CC(=O)[O-],1,0
300,NS(=O)(=O)C1:C:C2:C(:C:C:1Cl)NC(CSCC1:C:C:C:C:C:1)=NS2(=O)=O,1,0
301,NC1:C:C:C(S(=O)(=O)[N-]C2:C:C:N:N:2C2:C:C:C:C:C:2):C:C:1,1,0
302,,1,0
303,O=C(CCCCCCC(=O)NC1:C:C:C:C:C:1)NO,1,1
304,O=NN(CCCl)C(=O)NC1CCCCC1,1,0
305,O=C(/C=C/C1:C:C:C:C(S(=O)(=O)NC2:C:C:C:C:C:2):C:1)NO,0,1
306,NC1:C:C:C(C(=O)OC2:C:C:C:C:C:2):C(O):C:1,1,0
307,NC(N)=[NH+]CC1COC2(CCCCC2)O1,1,0
308,ClC1:C:C:C2:C(:C:1)C(N1CC[NH2+]CC1)=[NH+]C1:C:C:C:C:C:1O2,1,0
309,O=C1:[NH]:C2:C:C:C:C:C:2:N:1C1CC[NH+](CCCC(C2:C:C:C(F):C:C:2)C2:C:C:C(F):C:C:2)CC1,1,0
310,O=C(CCC[NH+]1CC=C(N2:C(=O):[NH]:C3:C:C:C:C:C:3:2)CC1)C1:C:C:C(F):C:C:1,1,0
311,OCCOCC[NH+]1CCN(C2=[NH+]C3:C:C:C:C:C:3SC3:C:C:C:C:C:32)CC1,1,0
312,O=C([O-])C[C@H](O)C[C@H](O)/C=C/C1:C(C2CC2):N:C2:C:C:C:C:C:2:C:1C1:C:C:C(F):C:C:1,1,0
313,O=C1:O:C2:C:C:C:C:C:2:C([O-]):C:1CC1:C([O-]):C2:C:C:C:C:C:2:O:C:1=O,1,0
314,NC1:C2:C(:[NH+]:C3:C:C:C:C:C:1:3)CCCC2,1,0
315,O=C(OC1CC2CC3C[C@H](C1)[NH+]2CC3=O)C1:C:[NH]:C2:C:C:C:C:C:1:2,1,0
316,ClC1:C:C:C(NC2:N:N:C(CC3:C:C:N:C:C:3):C3:C:C:C:C:C:2:3):C:C:1,0,1
317,NS(=O)(=O)CC1:N:O:C2:C:C:C:C:C:1:2,1,0
318,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1C[NH+]1CCN(C2:N:S:C3:C:C:C:C:C:2:3)CC1,1,0
319,O=C1CC2:C:C(CC[NH+]3CCN(C4:N:S:C5:C:C:C:C:C:4:5)CC3):C(Cl):C:C:2N1,1,0
320,O=C1CCC(N2C(=O)C3:C:C:C:C:C:3C2=O)C(=O)N1,1,0
321,NS(=O)(=O)C1:C:C(C2(O)NC(=O)C3:C:C:C:C:C:32):C:C:C:1Cl,1,0
322,O=C1O[Bi](O)OC2:C:C:C:C:C:21,1,0
323,O=C1OC2(C3:C:C:C(O):C:C:3OC3:C:C(O):C:C:C:32)C2:C:C:C:C:C:21,1,0
324,OC1(C2:C:C:C(Cl):C:C:2)C2:C:C:C:C:C:2C2=[NH+]CCN21,1,0
325,O=C(CCS)N1CCC2:C(:[NH]:C3:C:C:C:C:C:2:3)C1,1,0
326,O=C([O-])C1:C:C2:C:C:C:C:C:2:C(CC2:C(O):C(C(=O)[O-]):C:C3:C:C:C:C:C:2:3):C:1O,1,0
327,NC(N)=[NH+]CCCC(NC(=O)[C@H]([NH3+])CCC[NH+]=C(N)N)C(=O)N1CCCC1C(=O)N1C[C@H](O)CC1C(=O)NCC(=O)N[C@@H](CC1:C:C:C:S:1)C(=O)N[C@@H](CO)C(=O)N1CC2:C:C:C:C:C:2CC1C(=O)N1C(C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)[O-])C[C@@H]2CCCC[C@@H]21,1,0
328,NC(=O)N1C2:C:C:C:C:C:2CC(=O)C2:C:C:C:C:C:21,1,0
329,NC1=[NH+]CC2C3:C:C:C:C:C:3CC3:C:C:C:C:C:3N12,1,0
330,NC(=O)N1C2:C:C:C:C:C:2C=CC2:C:C:C:C:C:21,1,0
331,C1:C:C:C2:C(:C:1)CCCC2C1=[NH+]CCN1,1,0
332,C1:C:C:C2:C(CC3=[NH+]CCN3):C:C:C:C:2:C:1,1,0
333,O=C(C1CCCCC1)N1CC(=O)N2CCC3:C:C:C:C:C:3C2C1,1,0
334,NNC1:N:N:C:C2:C:C:C:C:C:1:2,1,0
335,OCC[NH+]1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(C(F)(F)F):C:C:32)CC1,1,0
336,OCC[NH+]1CCN(CCCN2C3:C:C:C:C:C:3SC3:C:C:C(Cl):C:C:32)CC1,1,0
337,NC(N)=[NH+]CCN1CCCCCCC1,1,0
338,[O-]N1:C:C:C:C:C:1=S,1,0
339,O=C(C1:C:C:C2:N:O:N:C:2:C:1)N1CCCCC1,0,1
340,O=C1:N(CCC[NH+]2CCN(C3:C:C:C:C(Cl):C:3)CC2):N:C2:C:C:C:C:N:1:2,1,0
341,O=C(C1:C:C:C(F):C(F):C:1NC1:C:C:C(I):C:C:1F)N1CC(O)([C@@H]2CCCCN2)C1,0,1
342,O=C([O-])CCC[NH+]1CCC(O[C@@H](C2:C:C:C(Cl):C:C:2)C2:C:C:C:C:N:2)CC1,1,0
343,O=C([O-])C1:C:C(/N=N/C2:C:C:C(S(=O)(=O)[N-]C3:C:C:C:C:N:3):C:C:2):C:C:C:1O,1,0
344,NC1:C:C:C(S(=O)(=O)[N-]C2:C:C:C:C:N:2):C:C:1,1,0
345,NC1:C:C:N([C@@H]2CS[C@H](CO)O2):C(=O):N:1,1,0
346,NC1:C:C:N([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O):C(=O):N:1,1,1
347,NC1:C:C:N([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F):C(=O):N:1,1,1
348,Cl.NC1:C:C:N([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F):C(=O):N:1,0,1
349,NC1:C:C:N([C@H]2CC[C@@H](CO)O2):C(=O):N:1,1,0
350,NC1:C:C:N(C[C@@H](CO)OCP(=O)([O-])[O-]):C(=O):N:1,1,0
351,O=C([O-])CN1CCN(C(CO)C(O)CO)CCN(CC(=O)[O-])CC[NH+](CC(=O)[O-])CC1,1,0
352,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,1,0
353,O=C(NC1:C:N:C:C:C:1Cl)N1CCN(CC2:C:C:C3:C(:C:2)OC(F)(F)O3)CC1,0,1
354,O=P([O-])([O-])C(O)(CN1:C:C:N:C:1)P(=O)([O-])[O-],1,0
355,O=P1(NCCCl)OCCCN1CCCl,1,1
356,S=P(N1CC1)(N1CC1)N1CC1,1,0
357,NC(=O)C1:C:N:C:C:N:1,1,0
358,NC1:C:C:C(S(=O)(=O)[N-]C2:N:C:C:C:N:2):C:C:1,1,0
359,O=C1CC2(CCCC2)CC(=O)N1CCCC[NH+]1CCN(C2:N:C:C:C:N:2)CC1,1,0
360,C1:C:N:C2:C:C3:C(:C:C:2:N:1)[C@H]1C[NH2+]C[C@@H]3C1,1,0
361,C1C[NH2+]CCN1,1,0
362,NNC(=O)C1:C:C:N:C:C:1,1,0
363,NC1:C:C(C2:C:C:N:C:C:2):C:[NH]:C:1=O,1,0
364,O=P1(N(CCCl)CCCl)NCCCO1,1,1
365,O=C1CCO1,1,0
366,NC1:N:C:N:C2:C:1:N:C:N:2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1,0
367,NC1:N:C:N:C2:C:1:N:C:N:2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,1,0
368,NC1:N:C:N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O):C(=O):N:1,1,0
369,NC1:N:C:N([C@H]2C[C@H](O)[C@@H](CO)O2):C(=O):N:1,1,0
370,NC(=O)C1:N:C:N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O):N:1,1,0
371,NC1:N:C(=S):C2:[NH]:C:N:C:2:[NH]:1,0,1
372,S=C1:N:C:[NH]:C2:N:C:[NH]:C:1:2,0,1
373,NC1:N:C(Cl):N:C2:C:1:N:C:N:2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,0,1
374,NC1:N:C(F):N:C2:C:1:N:C:N:2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0,1
375,NC1:N:C(F):N:C2:C:1:N:C:N:2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,0,1
376,OC[C@H]1O[C@@H](N2:C:N:C3:C:2NC=[NH+]C[C@H]3O)C[C@@H]1O,1,0
377,NC1:N:C(=O):C2:N:C:N(CCC(CO)CO):C:2:[NH]:1,1,0
378,NC1:N:C(=O):C2:N:C:N(COCCO):C:2:[NH]:1,1,0
379,NC1:N:C(NC2CC2):C2:N:C:N([C@H]3C=C[C@@H](CO)C3):C:2:N:1,1,0
380,NC1:N:C(Cl):N:C2:C:1:N:C:N:2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,1,0
381,NC1:N:C(F):N:C2:C:1:N:C:N:2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,1,0
382,NC1:N:C(Cl):N:C2:C:1:N:C:N:2[C@H]1C[C@H](O)[C@@H](CO)O1,1,0
383,NC1:N:C2:C(:N:C:N:2COC(CO)CO):C(=O):[NH]:1,1,0
384,C[NH+]1CCC[C@@H]1CCO[C@](C)(C1:C:C:C:C:C:1)C1:C:C:C(Cl):C:C:1,1,0
385,C[C@]1(CN2:C:C:N:N:2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,1,0
386,C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC4:C:C:C:C:C:4)N3C2=O)C[C@@H]2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]21,1,0
387,C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC4:C:C:C:C:C:4)N3C2=O)C=C2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]21,1,0
388,C[C@H](O)[C@H](O)[C@H]1CNC2:[NH]:C(N):N:C(=O):C:2N1,1,0
389,C[C@H]([NH3+])[C@H](O)C1:C:C:C(O):C(O):C:1,1,0
390,C[C@H]([NH2+]CCC1:C:C:C(O):C:C:1)[C@H](O)C1:C:C:C(O):C:C:1,1,0
391,C[C@H]([NH3+])[C@H](O)C1:C:C:C:C(O):C:1,1,0
392,C[NH2+][C@@H](C)[C@@H](O)C1:C:C:C:C:C:1,1,0
393,C/C(=N\O)[C@@H](C)[NH2+]CC(C)(C)C[NH2+][C@H](C)/C(C)=N/O,1,0
394,C[C@H]([NH2+][C@@H](CCC1:C:C:C:C:C:1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],1,0
395,C[C@H]([NH3+])C(=O)N[C@@H](C)C(=O)NC1[C@@H]2CN(C3:N:C4:C(:C:C:3F):C(=O):C(C(=O)[O-]):C:N:4C3:C:C:C(F):C:C:3F)C[C@H]12,1,0
396,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1:C:[NH]:C2:C:C:C:C:C:1:2)C(=O)NCCO)C(C)C)C(C)C)C(C)C,1,0
397,C[C@H](O)C(=O)NC1:C(I):C(C(=O)NC(CO)CO):C(I):C(C(=O)NC(CO)CO):C:1I,1,0
398,C[C@@H](C1:N:C:N:C:C:1F)[C@](O)(CN1:C:N:C:N:1)C1:C:C:C(F):C:C:1F,1,0
399,COC1:C:C:C2:C:C([C@H](C)C(=O)OCCCCO[N+](=O)[O-]):C:C:C:2:C:1,0,1
400,C[C@H](OC(=O)C1:C:C:C:C:C:1)C1=CCC23OCC[NH+](C)CC12C[C@@H](O)C12O[C@@]4(O)CC[C@@]1(C)[C@H](CC=C32)C4,1,0
401,COC1:C:C:C2:C:C([C@H](C)C(=O)[O-]):C:C:C:2:C:1,1,0
402,C[C@H]([NH3+])CC1:C:C:C:C:C:1,1,0
403,C[C@@H](CC1:C:C:C:C:C:1)NC(=O)[C@@H]([NH3+])CCCC[NH3+],1,0
404,COC1:C:C:C2:C(:C:1)N(C[C@H](C)C[NH+](C)C)C1:C:C:C:C:C:1S2,1,0
405,C[C@@H](CN1CC(=O)NC(=O)C1)[NH+]1CC(=O)NC(=O)C1,1,0
406,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3C[NH2+][C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,1,0
407,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3C[NH2+][C@H](C(=O)NC4:C:C:C:C(C(=O)[O-]):C:4)C3)[C@H](C)[C@H]12,1,0
408,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3C[NH2+][C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,1,0
409,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)CC2OC(O)(CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)C1:C:C:C(N):C:C:1)CC(O)C2C(=O)[O-],1,0
410,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)CC(O)C(C(=O)[O-])C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,1,0
411,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1[NH2+][C@H]1C=C(CO)[C@H](O)[C@H](O)[C@H]1O,1,0
412,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1,0
413,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1,0
414,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1,1,0
415,CC(=O)O[C@H]1C[C@H](OC2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,1,0
416,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](OC2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)[O-],1,0
417,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1,0
418,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H]([NH+](C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,1,0
419,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC,0,1
420,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,1,0
421,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1:C:C:C:O:1)C(=O)SCF,1,0
422,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1,0
423,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,0
424,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1:C:C:C:O:1)C(=O)CCl,1,0
425,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,1
426,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],1,0
427,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1,0
428,C[NH2+][C@H]1[C@@H](O)[C@@H]([NH2+]C)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,1,0
429,COC1=CC(=O)C[C@@H](C)[C@]12OC1:C(Cl):C(OC):C:C(OC):C:1C2=O,1,0
430,C=C[C@]1(C)C[C@@H](OC(=O)CSC2C[C@@H]3CC[C@H](C2)[NH+]3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,1,0
431,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,1,0
432,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,1,0
433,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1,0
434,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0,1
435,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C\C=C\1C,1,0
436,CO[C@H]1CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1,0
437,C[C@H]1CNC2:C(:C:C:C:C:2S(=O)(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)[O-])C1,1,0
438,C[C@H]1CN(C2:C(F):C(N):C3:C(=O):C(C(=O)[O-]):C:N(C4CC4):C:3:C:2F)C[C@@H](C)[NH2+]1,1,0
439,C[C@@H]1O[C@@]2(CS1)C[NH+]1CCC2CC1,1,0
440,COC1:C:C([C@@H]2C3:C:C4:C(:C:C:3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4):C:C(OC):C:1O,1,0
441,COC1:C:C([C@@H]2C3:C:C4:C(:C:C:3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4):C:C(OC):C:1O,0,1
