,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles
576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2822,CCN1:N:C(C(=O)O):C(=O):C2:C:C3:C(:C:C:2:1)OCO3
577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX2821,C(=C/C1:C:C:C:C:C:1)\CN1CCN(C(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CC1
578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1902,BrCCCBr
579,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1299,COC1:C:C:C(C(Cl)=C(C2:C:C:C(OC):C:C:2)C2:C:C:C(OC):C:C:2):C:C:1
580,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TOX9776,CCCCCCCCCCCCCOS(=O)(=O)[O-]
581,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1290,CC1:C:C(C):N:C(NS(=O)(=O)C2:C:C:C(N):C:C:2):N:1
582,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1291,O=S(=O)([O-])[O-].[Na+].[Na+]
583,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1292,CC1:N:O:C(NS(=O)(=O)C2:C:C:C(N):C:C:2):C:1C
584,0.0,,1.0,,,0.0,0.0,0.0,0.0,1.0,,0.0,TOX6018,COC1:C:C([C@H]2OC3:C:C([C@H]4OC5:C:C(O):C:C(O):C:5C(=O)[C@@H]4O):C:C:C:3O[C@@H]2CO):C:C:C:1O
585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1294,O=S1(=O)CC=CC1
586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX1296,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(C2:C:C:C:C:C:2)N(C2:C:C:C:C:C:2)C1=O
587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5603,CNCCO
588,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,TOX2922,NS(=O)(=O)C1:C:C(Cl):C(Cl):C(S(N)(=O)=O):C:1
589,0.0,0.0,1.0,1.0,,,0.0,1.0,0.0,0.0,1.0,1.0,TOX3296,CN(C)C1:C:C:C2:N:C3:C:C:C(N(C)C):C:C:3:[S+]:C:2:C:1
590,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5607,C=CCC1:C:C:C(OC):C(OC):C:1
591,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2926,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX5604,CCOC(C)(C)C
593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX5609,COC=O
594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26921,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)C1:C:C:C(O):C:C:1
595,1.0,1.0,,,1.0,1.0,,0.0,0.0,,,1.0,TOX26922,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26923,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)OC2:C(C):C(C):C3:C(:C:2C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O3)C(C)(C)CCC1
597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26924,COC(=O)CCC[N+](C)(C)C
598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26925,C[N+]1(CC2COC(C3:C:C:C:C:C:3)(C3CCCCC3)O2)CCCCC1
599,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26926,CC[C@H](C)[C@H](NC(=O)[C@H](CC1:C:C:C:C:C:1)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC(=O)N1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22232,CC(CC=O)CCCC(C)(C)O
601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22234,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
602,0.0,0.0,,,,,,,,,1.0,,TOX25860,CC(NCCC(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
603,0.0,,,,,0.0,,,,,,1.0,TOX25861,COC1:C:C:C(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@@H](N3:C:N:C4:C(N(C)C):N:C:N:C:4:3)[C@@H]2O):C:C:1
604,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25862,CCN(CC)CCNC(=O)COC1:C:C:C(OC):C:C:1
605,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25711,COC1:C:C:C:C:C:1N1CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1
606,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25864,CC1:C:C(C2:C:C:C:C:C:2):N:N:C:1NCCN1CCOCC1
607,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,TOX25865,CC(=O)NC1:C:C:C(OC(=O)C2:C:C:C:C:C:2O):C:C:1
608,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,TOX25867,CC(=O)OC1:C:C:C2:C(:C:1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX25868,CC1:C:C:C(C(=O)C(C)CN2CCCCC2):C:C:1
610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX16690,CC(C)COC(=O)CCCCC(=O)OCC(C)C
611,,,,,,,,1.0,,1.0,,,TOX12374,O=C1:S:C2:C:C:C:C:C:2:C(O):C:1C1CC(C2:C:C:C(C3:C:C:C(Br):C:C:3):C:C:2)CC2:C:C:C:C:C:21
612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7542,O=[N+]([O-])C1:C:C:C(C=CC2:C:C:C([N+](=O)[O-]):C:C:2S(=O)(=O)[O-]):C(S(=O)(=O)[O-]):C:1
613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25539,CCNC1(C2:C:C:C:S:2)CCCCC1=O
614,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7543,CCN(O)CC
615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28926,O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N1
616,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,TOX28927,COC1:C:C(CC(C)N):C(OC):C:C:1Br
617,0.0,1.0,0.0,,,,1.0,0.0,1.0,0.0,1.0,,TOX28924,CC1:C:C:C2:C(Cl):C:C(Cl):C(O):C:2:N:1
618,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,TOX28925,CN(C(=O)C(Cl)Cl)C1:C:C:C(OC(=O)C2:C:C:C:O:2):C:C:1
619,0.0,,1.0,,,,,,,,1.0,,TOX28922,CCCCCC1:C:C(O):C2:C(:C:1)OC(C)(C)C1:C:C:C(C):C:C:12
620,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,TOX28923,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC1:C:C:C(O):C:C:13
621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28921,CO[C@@]1(NC(=O)CC2:C:C:C:S:2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21
622,,,,,,,,,,0.0,,,TOX28928,CC1:O:N:C(C2:C(Cl):C:C:C:C:2Cl):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12
623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28929,COC(=O)CCC1:C:C:C(OCC(O)CNC(C)C):C:C:1
624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX13754,C=CC(=O)NC(C)C
625,0.0,,1.0,,1.0,,1.0,0.0,0.0,1.0,1.0,,TOX21629,O=C(NC1:C:C:C:C:C:1SSC1:C:C:C:C:C:1NC(=O)C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
626,,,,,,,,,,0.0,,,TOX12378,O=C1C2:C:C:C:C:C:2C(=O)C1C(=O)C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
627,1.0,1.0,,,,0.0,0.0,,0.0,,0.0,0.0,TOX25535,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl
628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX3523,CC(C)C1:C:C:C:C(C(C)C):C:1O
629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3526,CNC(C)CC1CCCCC1
630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3529,CC1:C(C(C)C):C(=O):N(C2:C:C:C:C:C:2):N:1C
631,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27003,[O-][Cl+3]([O-])([O-])[O-]
632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1036,CCN(C)N=O
633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1741,CCCCCO
634,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1030,O=NN(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
635,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,TOX1031,O=NC1:C:C:C(NC2:C:C:C:C:C:2):C:C:1
636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1032,CCCN(CCC)N=O
637,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9108,C[N+](C)(C)C
638,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1039,O=NN1CCCCCCC1
639,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2217,COC1:C:C(OC):C(OC):C:C:1C=O
640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2218,C=C(C)C(=O)OC(C)C
641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24401,N=C(N)C1:C:C:C:C:C:1
642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24400,CCCC[N+](CCCC)(CCCC)CCCC
643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3298,CC1CCN(CCCC(=O)C2:C:C:C(F):C:C:2)CC1
644,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24402,CC(=O)CC(=O)OC(C)(C)C
645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24405,N=C(N)NN
646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24404,OCCSSCCO
647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24407,CC1:C:C:C(C(N)=O):C:C:1N
648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24409,ClCCCCCCCl
649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3293,CN1C(=O)CC(C)(C2:C:C:C:C:C:2)C1=O
650,,,,1.0,,0.0,,,,,1.0,0.0,TOX3294,CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C
651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3295,C[C@](N)(CC1:C:C:C(O):C(O):C:1)C(=O)O
652,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,TOX12337,CCC(C)NC1:C([N+](=O)[O-]):C:C(C(C)(C)C):C:C:1[N+](=O)[O-]
653,,,,,,,,0.0,,0.0,,,TOX23839,C[C@H]1CCC[C@@H](C)N1CCCC(O)(C1:C:C:C:C:C:1)C1:C:C:C:C:N:1
654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25227,CN1CCN(C2=NC3:C:C:C:C:C:3OC3:C:C:C(Cl):C:C:32)CC1.O=C(O)CCC(=O)O
655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24743,NC1:C:C:C2:C:C(S(=O)(=O)O):C:C:C:2:C:1
656,0.0,1.0,1.0,,,,1.0,1.0,0.0,1.0,,1.0,TOX139,C1:C:C:C2:C(:C:1):C:C1:C:C:C3:C:C:C:C4:C:C:C:2:C:1:C:3:4
657,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX137,NC1:C:C:C(C2:C:C:C(N):C:C:2):C:C:1
658,0.0,0.0,,1.0,,0.0,,,,0.0,,,TOX12548,N#CC(CCC1:C:C:C(Cl):C:C:1)(CN1:C:N:C:N:1)C1:C:C:C:C:C:1
659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX131,[Ba+2]
660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX135,C1:C:C:C:C:C:1
661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX134,O=CC1:C:C:C:C:C:1
662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5849,C=CCCC
663,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21573,CCOC(=O)CP(=O)(OCC)OCC
664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX27868,CC(C)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21575,O=C(O)COCC(=O)O
666,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,,0.0,TOX5840,ClC1:C:C:C(C(Cl)(Cl)Cl):C:C:1Cl
667,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX5846,CCCCC
668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX29385,N#CC(C#N)=C(C#N)C#N
669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX29384,C1CCC2=NCCCN2CC1
670,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX29387,O=C(O)C1:C2:C:C:C:C:C:2:C:C2:C:C:C:C:C:1:2
671,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,TOX29386,O=C(CBr)C1:C:C:C:C:C:1
672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2666,C[N+](C)(C)CC(=O)[O-]
673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX29380,NC1:N:C(Cl):C:C(Cl):N:1
674,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX29383,COC1:C:C:C(C=O):C:C:1O
675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29382,CCN(CC)CCNC(=O)C1:C:C:C(N):C:C:1
676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,TOX29389,O=C1:C(=O):C2:C:C:C:C3:C:C:C:C:1:C:3:2
677,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX29388,O=C1:[NH]:[NH]:C2:C:C:C:C:C:1:2
678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX12591,CC1(C)C(=O)N(Cl)C(=O)N1Br
679,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,TOX26768,O=C1C(I)=CC(=C(C2:C:C(I):C([O-]):C(I):C:2)C2:C:C:C:C:C:2C(=O)[O-])C=C1I
680,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,TOX3569,CN(CCOC1:C:C:C(CC2SC(=O)NC2=O):C:C:1)C1:C:C:C:C:N:1
681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5593,CNC(=O)N(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX5591,CN(CCO)CCO
683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,TOX5590,CC1CCCC1
684,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,TOX5595,C=CC(=O)NCNC(=O)C=C
685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28844,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
686,0.0,,0.0,,,1.0,1.0,,1.0,1.0,,1.0,TOX5599,N#CSCSC#N
687,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,TOX10189,NC1:C:C:C:C:C:1C1:C:C:C:C:C:1
688,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX17741,CC1:C:C:C(C(=O)C2:C:C:C:C:C:2):C:C:1
689,0.0,,,,,,,,,,1.0,,TOX14997,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC
690,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1311,CC(C)(C)C1:C:C(C(C)(C)C):C(O):C(C(C)(C)C):C:1
691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3567,CS(=O)(=O)C1:C:C:C(C2=C(C3:C:C:C:C:C:3)C(=O)OC2):C:C:1
692,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,TOX28843,CC[C@@H](O)C(C[C@@H](C)N(C)C)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
693,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6824,CCCCS
694,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX28842,CC[C@H](O)C(C[C@H](C)N(C)C)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25221,BrC1:C(NC2=NCCN2):C:C:C2:N:C:C:N:C:1:2
696,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX14192,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26713,C[S+](C)CCC(N)C(=O)O
698,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX26712,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])C2:C:S:C(N):N:2)C(=O)N1S(=O)(=O)[O-]
699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26243,CC1:C:C:C(C(C)(C)C2:C:C:C(C):C:C:2):C:C:1
700,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26242,COC1:C:C:C(C(=O)C2:C:C:C(C):C:C:2):C(O):C:1
701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26245,CCCCCCOC(=O)C1:C:C:C:N:C:1
702,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX26716,COC1:C:C:C(C2:N:O:C(CC(=O)O):C:2C2:C:C:C(OC):C:C:2):C:C:1
703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26247,C/C(=N\CC1:C:C:C:C:C:1)C1:C:C:C:C:C:1O
704,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26246,CCCC(C)(COC(N)=O)COC(=O)NC1CC1
705,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,TOX26249,CN1C(=O)CN2CCC3:C:C:C:C:C:3C2C2:C:C(Cl):C:C:C:21
706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1359,CCCCNC(=O)NS(=O)(=O)C1:C:C:C(C):C:C:1
707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX22007,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO
708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22006,CCCCCCCC(=O)OCC(O)CO
709,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22005,CCCCCCCCCCCCCC(=O)OCC(O)CO
710,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1358,CC1:C:C:C(S(=O)(=O)NC(=O)NN2CCCCCC2):C:C:1
711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7997,C=CCN(CC=C)C(=O)C(Cl)Cl
712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX7991,CCCCCCCCCCCCCCCCO
713,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX575,C=CCC1:C:C:C(OC):C:C:1
714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4183,C=CC(=O)OC
715,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,,TOX10695,O=C1C2:C:C:C:C(O):C:2C(=O)C2:C(O):C:C(CO):C:C:21
716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX4077,C1CSCCS1
717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX4072,CN(C)C(=O)C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX10698,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX9169,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC
720,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,TOX10432,NC1:N:C:N([C@H]2C[C@H](O)[C@@H](CO)O2):C(=O):N:1
721,,,,,,,,0.0,,0.0,,,TOX31528,COC(=O)C1:C:C:C(NC(C)=O):C:C:1OC
722,,,,,,,,0.0,,0.0,,,TOX31529,COC(=O)C1:C:C(Cl):C(NC(C)=O):C:C:1OC
723,,,,,,,,0.0,,0.0,,,TOX31520,NC1:C:C:C([N+](=O)[O-]):C(C(F)(F)F):C:1
724,,,,,,,,0.0,,0.0,,,TOX31521,CCOC(=O)C1:C:C:C(O):C(O):C:1
725,,,,,,,,0.0,,0.0,,,TOX31522,OC1(C2:C:C:C(Cl):C:C:2)CCNCC1
726,,,,,,,,1.0,,0.0,,,TOX31523,ClC1:C:C:C:C:C:1N1CCNCC1
727,,,,,,,,0.0,,0.0,,,TOX31524,O=C(C1:C:C:C:O:1)N1CCNCC1
728,,,,,,,,0.0,,0.0,,,TOX31525,CC(=O)C1:C:C:C(O):C(C(N)=O):C:1
729,,,,,,,,0.0,,0.0,,,TOX31526,CCCC(=O)NC1:C:C:C(O):C(C(C)=O):C:1
730,,,,,,,,0.0,,0.0,,,TOX31527,OC1(C2:C:C:C:C:C:2)CCNCC1
731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX20719,CC(=O)CC(=O)NC1:C:C:C(C):C:C:1C
732,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX20718,COC1:C:C(Cl):C(OC):C:C:1N
